# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-02-19 04:36:13 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 07374000 Mississippi River at Baton Rouge, LA
# -----------------------------------------------------------------------------------
#
# Data provided for site 07374000
#            TS   parameter     Description
#         62512       00010     Temperature, water, degrees Celsius
#         62515       00400     pH, water, unfiltered, field, standard units
#         62516       63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#         62518       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd,site_no,datetime,tz_cd,62512_00010,62512_00010_cd,62515_00400,62515_00400_cd,62516_63680,62516_63680_cd,62518_00300,62518_00300_cd
USGS,07374000,2017-01-05 22:00,CST,8.3,A,7.8,A,120,A,10.9,A
USGS,07374000,2017-01-05 23:00,CST,8.3,A,7.8,A,122,A,10.9,A
USGS,07374000,2017-01-06 00:00,CST,8.2,A,7.8,A,123,A,10.9,A
USGS,07374000,2017-01-06 01:00,CST,8.2,A,7.8,A,119,A,11.0,A
USGS,07374000,2017-01-06 02:00,CST,8.2,A,7.8,A,124,A,11.0,A
USGS,07374000,2017-01-06 03:00,CST,8.2,A,7.8,A,118,A,11.0,A
USGS,07374000,2017-01-06 04:00,CST,8.1,A,7.8,A,119,A,11.0,A
USGS,07374000,2017-01-06 05:00,CST,8.1,A,7.8,A,123,A,11.0,A
USGS,07374000,2017-01-06 06:00,CST,8.1,A,7.8,A,123,A,11.0,A
USGS,07374000,2017-01-06 07:00,CST,8.0,A,7.8,A,133,A,11.0,A
USGS,07374000,2017-01-06 08:00,CST,8.0,A,7.8,A,122,A,11.0,A
USGS,07374000,2017-01-06 09:00,CST,8.0,A,7.8,A,120,A,11.0,A
USGS,07374000,2017-01-06 10:00,CST,8.0,A,7.8,A,126,A,11.0,A
USGS,07374000,2017-01-06 11:00,CST,7.9,A,7.8,A,125,A,11.0,A
USGS,07374000,2017-01-06 12:00,CST,7.9,A,7.8,A,126,A,11.0,A
USGS,07374000,2017-01-06 13:00,CST,7.9,A,7.8,A,126,A,11.0,A
USGS,07374000,2017-01-06 14:00,CST,7.8,A,7.8,A,126,A,11.1,A
USGS,07374000,2017-01-06 15:00,CST,7.8,A,7.8,A,113,A,11.1,A
USGS,07374000,2017-01-06 16:00,CST,7.8,A,7.8,A,124,A,11.1,A
USGS,07374000,2017-01-06 17:00,CST,7.7,A,7.8,A,122,A,11.1,A
USGS,07374000,2017-01-06 18:00,CST,7.7,A,7.8,A,113,A,11.1,A
USGS,07374000,2017-01-06 19:00,CST,7.6,A,7.8,A,108,A,11.1,A
USGS,07374000,2017-01-06 20:00,CST,7.6,A,7.8,A,117,A,11.1,A
USGS,07374000,2017-01-06 21:00,CST,7.5,A,7.8,A,134,A,11.1,A
USGS,07374000,2017-01-06 22:00,CST,7.5,A,7.8,A,123,A,11.2,A
USGS,07374000,2017-01-06 23:00,CST,7.4,A,7.8,A,110,A,11.2,A
USGS,07374000,2017-01-07 00:00,CST,7.4,A,7.8,A,110,A,11.2,A
USGS,07374000,2017-01-07 01:00,CST,7.4,A,7.9,A,123,A,11.2,A
USGS,07374000,2017-01-07 02:00,CST,7.3,A,7.8,A,125,A,11.2,A
USGS,07374000,2017-01-07 03:00,CST,7.2,A,7.8,A,122,A,11.2,A
USGS,07374000,2017-01-07 04:00,CST,7.2,A,7.9,A,119,A,11.2,A
USGS,07374000,2017-01-07 05:00,CST,7.1,A,7.9,A,114,A,11.3,A
USGS,07374000,2017-01-07 06:00,CST,7.1,A,7.9,A,111,A,11.3,A
USGS,07374000,2017-01-07 07:00,CST,7.1,A,7.9,A,109,A,11.3,A
USGS,07374000,2017-01-07 08:00,CST,7.0,A,7.9,A,121,A,11.3,A
USGS,07374000,2017-01-07 09:00,CST,7.0,A,7.9,A,115,A,11.3,A
USGS,07374000,2017-01-07 10:00,CST,7.0,A,7.9,A,129,A,11.3,A
USGS,07374000,2017-01-07 11:00,CST,7.0,A,7.9,A,112,A,11.3,A
USGS,07374000,2017-01-07 12:00,CST,7.0,A,7.9,A,106,A,11.3,A
USGS,07374000,2017-01-07 13:00,CST,7.0,A,7.9,A,114,A,11.4,A
USGS,07374000,2017-01-07 14:00,CST,7.0,A,7.9,A,112,A,11.4,A
USGS,07374000,2017-01-07 15:00,CST,7.0,A,7.9,A,115,A,11.4,A
USGS,07374000,2017-01-07 16:00,CST,6.9,A,7.9,A,110,A,11.4,A
USGS,07374000,2017-01-07 17:00,CST,6.9,A,7.9,A,104,A,11.4,A
USGS,07374000,2017-01-07 18:00,CST,6.8,A,7.9,A,110,A,11.4,A
USGS,07374000,2017-01-07 19:00,CST,6.8,A,7.9,A,114,A,11.4,A
USGS,07374000,2017-01-07 20:00,CST,6.8,A,7.9,A,106,A,11.4,A
USGS,07374000,2017-01-07 21:00,CST,6.7,A,7.9,A,111,A,11.4,A
USGS,07374000,2017-01-07 22:00,CST,6.7,A,7.9,A,113,A,11.4,A
USGS,07374000,2017-01-07 23:00,CST,6.7,A,7.9,A,110,A,11.4,A
USGS,07374000,2017-01-08 00:00,CST,6.6,A,7.9,A,111,A,11.4,A
USGS,07374000,2017-01-08 01:00,CST,6.6,A,7.9,A,118,A,11.4,A
USGS,07374000,2017-01-08 02:00,CST,6.6,A,7.9,A,109,A,11.4,A
USGS,07374000,2017-01-08 03:00,CST,6.5,A,7.9,A,109,A,11.4,A
USGS,07374000,2017-01-08 04:00,CST,6.5,A,7.9,A,116,A,11.4,A
USGS,07374000,2017-01-08 05:00,CST,6.5,A,7.9,A,117,A,11.5,A
USGS,07374000,2017-01-08 06:00,CST,6.4,A,7.9,A,114,A,11.5,A
USGS,07374000,2017-01-08 07:00,CST,6.4,A,7.9,A,121,A,11.5,A
USGS,07374000,2017-01-08 08:00,CST,6.3,A,7.9,A,110,A,11.5,A
USGS,07374000,2017-01-08 09:00,CST,6.3,A,7.9,A,108,A,11.5,A
USGS,07374000,2017-01-08 10:00,CST,6.3,A,7.9,A,121,A,11.5,A
USGS,07374000,2017-01-08 11:00,CST,6.3,A,7.9,A,101,A,11.5,A
USGS,07374000,2017-01-08 12:00,CST,6.3,A,7.9,A,106,A,11.5,A
USGS,07374000,2017-01-08 13:00,CST,6.4,A,7.9,A,116,A,11.5,A
USGS,07374000,2017-01-08 14:00,CST,6.3,A,7.9,A,116,A,11.5,A
USGS,07374000,2017-01-08 15:00,CST,6.3,A,7.9,A,131,A,11.6,A
USGS,07374000,2017-01-08 16:00,CST,6.3,A,7.9,A,118,A,11.6,A
USGS,07374000,2017-01-08 17:00,CST,6.3,A,7.9,A,109,A,11.6,A
USGS,07374000,2017-01-08 18:00,CST,6.2,A,7.9,A,105,A,11.6,A
USGS,07374000,2017-01-08 19:00,CST,6.2,A,7.9,A,128,A,11.6,A
USGS,07374000,2017-01-08 20:00,CST,6.2,A,7.9,A,112,A,11.6,A
USGS,07374000,2017-01-08 21:00,CST,6.1,A,7.9,A,114,A,11.6,A
USGS,07374000,2017-01-08 22:00,CST,6.1,A,7.9,A,117,A,11.6,A
USGS,07374000,2017-01-08 23:00,CST,6.1,A,7.9,A,114,A,11.6,A
USGS,07374000,2017-01-09 00:00,CST,6.0,A,7.9,A,123,A,11.6,A
USGS,07374000,2017-01-09 01:00,CST,6.0,A,7.9,A,111,A,11.6,A
USGS,07374000,2017-01-09 02:00,CST,6.0,A,7.9,A,132,A,11.6,A
USGS,07374000,2017-01-09 03:00,CST,6.0,A,7.9,A,121,A,11.6,A
USGS,07374000,2017-01-09 04:00,CST,6.0,A,7.9,A,119,A,11.6,A
USGS,07374000,2017-01-09 05:00,CST,6.0,A,7.9,A,131,A,11.6,A
USGS,07374000,2017-01-09 06:00,CST,5.9,A,7.9,A,127,A,11.6,A
USGS,07374000,2017-01-09 07:00,CST,5.9,A,7.9,A,124,A,11.6,A
USGS,07374000,2017-01-09 08:00,CST,5.9,A,7.9,A,119,A,11.6,A
USGS,07374000,2017-01-09 09:00,CST,5.9,A,7.9,A,129,A,11.6,A
USGS,07374000,2017-01-09 10:00,CST,5.9,A,7.9,A,120,A,11.7,A
USGS,07374000,2017-01-09 11:00,CST,5.9,A,7.9,A,126,A,11.7,A
USGS,07374000,2017-01-09 12:00,CST,5.9,A,7.9,A,117,A,11.7,A
USGS,07374000,2017-01-09 13:00,CST,5.9,A,7.9,A,122,A,11.7,A
USGS,07374000,2017-01-09 14:00,CST,5.9,A,7.9,A,120,A,11.7,A
USGS,07374000,2017-01-09 15:00,CST,5.9,A,7.9,A,119,A,11.7,A
USGS,07374000,2017-01-09 16:00,CST,5.9,A,7.9,A,130,A,11.7,A
USGS,07374000,2017-01-09 17:00,CST,5.9,A,7.9,A,120,A,11.7,A
USGS,07374000,2017-01-09 18:00,CST,5.9,A,7.9,A,112,A,11.7,A
USGS,07374000,2017-01-09 19:00,CST,5.8,A,7.9,A,118,A,11.7,A
USGS,07374000,2017-01-09 20:00,CST,5.8,A,7.9,A,121,A,11.7,A
USGS,07374000,2017-01-09 21:00,CST,5.8,A,7.9,A,128,A,11.8,A
USGS,07374000,2017-01-09 22:00,CST,5.8,A,7.9,A,127,A,11.8,A
USGS,07374000,2017-01-09 23:00,CST,5.8,A,7.9,A,118,A,11.8,A
USGS,07374000,2017-01-10 00:00,CST,5.8,A,7.9,A,116,A,11.8,A
USGS,07374000,2017-01-10 01:00,CST,5.8,A,7.9,A,127,A,11.8,A
USGS,07374000,2017-01-10 02:00,CST,5.8,A,7.9,A,119,A,11.8,A
USGS,07374000,2017-01-10 03:00,CST,5.8,A,7.9,A,115,A,11.8,A
USGS,07374000,2017-01-10 04:00,CST,5.8,A,7.9,A,113,A,11.8,A
USGS,07374000,2017-01-10 05:00,CST,5.7,A,7.9,A,127,A,11.8,A
USGS,07374000,2017-01-10 06:00,CST,5.7,A,7.9,A,118,A,11.8,A
USGS,07374000,2017-01-10 07:00,CST,5.8,A,7.9,A,129,A,11.8,A
USGS,07374000,2017-01-10 08:00,CST,5.8,A,7.9,A,110,A,11.8,A
USGS,07374000,2017-01-10 09:00,CST,5.8,A,7.9,A,118,A,11.8,A
USGS,07374000,2017-01-10 10:00,CST,5.8,A,7.9,A,114,A,11.8,A
USGS,07374000,2017-01-10 11:00,CST,5.8,A,7.9,A,113,A,11.8,A
USGS,07374000,2017-01-10 12:00,CST,5.9,A,7.9,A,119,A,11.8,A
USGS,07374000,2017-01-10 13:00,CST,5.9,A,7.9,A,115,A,11.8,A
USGS,07374000,2017-01-10 14:00,CST,5.9,A,7.9,A,116,A,11.8,A
USGS,07374000,2017-01-10 15:00,CST,6.0,A,7.9,A,127,A,11.8,A
USGS,07374000,2017-01-10 16:00,CST,6.0,A,7.9,A,123,A,11.8,A
USGS,07374000,2017-01-10 17:00,CST,6.0,A,7.9,A,114,A,11.8,A
USGS,07374000,2017-01-10 18:00,CST,6.0,A,7.9,A,117,A,11.8,A
USGS,07374000,2017-01-10 19:00,CST,5.9,A,7.9,A,119,A,11.9,A
USGS,07374000,2017-01-10 20:00,CST,5.9,A,7.9,A,119,A,11.9,A
USGS,07374000,2017-01-10 21:00,CST,5.9,A,7.9,A,121,A,11.9,A
USGS,07374000,2017-01-10 22:00,CST,5.9,A,7.9,A,110,A,11.9,A
USGS,07374000,2017-01-10 23:00,CST,5.9,A,7.9,A,116,A,11.9,A
USGS,07374000,2017-01-11 00:00,CST,5.9,A,7.9,A,110,A,11.9,A
USGS,07374000,2017-01-11 01:00,CST,5.9,A,7.9,A,103,A,11.9,A
USGS,07374000,2017-01-11 02:00,CST,5.9,A,7.9,A,128,A,11.9,A
USGS,07374000,2017-01-11 03:00,CST,5.9,A,7.9,A,117,A,11.9,A
USGS,07374000,2017-01-11 04:00,CST,5.9,A,7.9,A,113,A,11.9,A
USGS,07374000,2017-01-11 05:00,CST,5.9,A,8.0,A,111,A,11.9,A
USGS,07374000,2017-01-11 06:00,CST,5.9,A,8.0,A,102,A,11.9,A
USGS,07374000,2017-01-11 07:00,CST,5.9,A,8.0,A,112,A,11.9,A
USGS,07374000,2017-01-11 08:00,CST,5.9,A,8.0,A,107,A,11.9,A
USGS,07374000,2017-01-11 09:00,CST,5.9,A,8.0,A,116,A,11.9,A
USGS,07374000,2017-01-11 10:00,CST,5.9,A,8.0,A,118,A,11.9,A
USGS,07374000,2017-01-11 11:00,CST,6.0,A,8.0,A,125,A,11.9,A
USGS,07374000,2017-01-11 12:00,CST,6.0,A,8.0,A,111,A,11.9,A
USGS,07374000,2017-01-11 13:00,CST,6.1,A,8.0,A,106,A,11.9,A
USGS,07374000,2017-01-11 14:00,CST,6.1,A,8.0,A,112,A,11.9,A
USGS,07374000,2017-01-11 15:00,CST,6.1,A,8.0,A,113,A,11.9,A
USGS,07374000,2017-01-11 16:00,CST,6.1,A,8.0,A,114,A,11.9,A
USGS,07374000,2017-01-11 17:00,CST,6.1,A,8.0,A,122,A,11.9,A
USGS,07374000,2017-01-11 18:00,CST,6.1,A,8.0,A,140,A,11.9,A
USGS,07374000,2017-01-11 19:00,CST,6.1,A,8.0,A,112,A,11.9,A
USGS,07374000,2017-01-11 20:00,CST,6.1,A,8.0,A,115,A,11.9,A
USGS,07374000,2017-01-11 21:00,CST,6.1,A,8.0,A,111,A,11.9,A
USGS,07374000,2017-01-11 22:00,CST,6.1,A,8.0,A,108,A,11.9,A
USGS,07374000,2017-01-11 23:00,CST,6.1,A,8.0,A,115,A,11.9,A
USGS,07374000,2017-01-12 00:00,CST,6.1,A,8.0,A,127,A,11.9,A
USGS,07374000,2017-01-12 01:00,CST,6.1,A,8.0,A,105,A,11.9,A
USGS,07374000,2017-01-12 02:00,CST,6.1,A,8.0,A,107,A,12.0,A
USGS,07374000,2017-01-12 03:00,CST,6.1,A,8.0,A,108,A,12.0,A
USGS,07374000,2017-01-12 04:00,CST,6.1,A,8.0,A,116,A,12.0,A
USGS,07374000,2017-01-12 05:00,CST,6.1,A,8.0,A,103,A,12.0,A
USGS,07374000,2017-01-12 06:00,CST,6.1,A,8.0,A,104,A,12.0,A
USGS,07374000,2017-01-12 07:00,CST,6.1,A,8.0,A,115,A,11.9,A
USGS,07374000,2017-01-12 08:00,CST,6.2,A,8.0,A,111,A,11.9,A
USGS,07374000,2017-01-12 09:00,CST,6.2,A,8.0,A,105,A,12.0,A
USGS,07374000,2017-01-12 10:00,CST,6.2,A,8.0,A,108,A,12.0,A
USGS,07374000,2017-01-12 11:00,CST,6.2,A,8.0,A,105,A,12.0,A
USGS,07374000,2017-01-12 12:00,CST,6.3,A,8.0,A,109,A,12.0,A
USGS,07374000,2017-01-12 13:00,CST,6.4,A,8.0,A,104,A,12.0,A
USGS,07374000,2017-01-12 14:00,CST,6.4,A,8.0,A,111,A,12.0,A
USGS,07374000,2017-01-12 15:00,CST,6.4,A,8.0,A,102,A,12.0,A
USGS,07374000,2017-01-12 16:00,CST,6.4,A,8.0,A,106,A,12.0,A
USGS,07374000,2017-01-12 17:00,CST,6.4,A,8.0,A,110,A,12.0,A
USGS,07374000,2017-01-12 18:00,CST,6.4,A,8.0,A,120,A,12.0,A
USGS,07374000,2017-01-12 19:00,CST,6.4,A,8.0,A,109,A,12.0,A
USGS,07374000,2017-01-12 20:00,CST,6.4,A,8.0,A,108,A,12.0,A
USGS,07374000,2017-01-12 21:00,CST,6.4,A,8.0,A,112,A,12.0,A
USGS,07374000,2017-01-12 22:00,CST,6.4,A,8.0,A,105,A,12.0,A
USGS,07374000,2017-01-12 23:00,CST,6.3,A,8.0,A,108,A,12.0,A
USGS,07374000,2017-01-13 00:00,CST,6.3,A,8.0,A,104,A,12.0,A
USGS,07374000,2017-01-13 01:00,CST,6.3,A,8.0,A,109,A,12.0,A
USGS,07374000,2017-01-13 02:00,CST,6.3,A,8.0,A,105,A,12.0,A
USGS,07374000,2017-01-13 03:00,CST,6.3,A,8.0,A,112,A,12.0,A
USGS,07374000,2017-01-13 04:00,CST,6.3,A,8.0,A,116,A,12.0,A
USGS,07374000,2017-01-13 05:00,CST,6.3,A,8.0,A,101,A,12.0,A
USGS,07374000,2017-01-13 06:00,CST,6.3,A,8.0,A,110,A,12.0,A
USGS,07374000,2017-01-13 07:00,CST,6.3,A,8.0,A,113,A,12.0,A
USGS,07374000,2017-01-13 08:00,CST,6.3,A,8.0,A,119,A,12.0,A
USGS,07374000,2017-01-13 09:00,CST,6.3,A,8.0,A,108,A,12.0,A
USGS,07374000,2017-01-13 10:00,CST,6.4,A,8.0,A,100,A,12.0,A
USGS,07374000,2017-01-13 11:00,CST,6.4,A,8.0,A,107,A,12.0,A
USGS,07374000,2017-01-13 12:00,CST,6.4,A,8.0,A,104,A,12.0,A
USGS,07374000,2017-01-13 13:00,CST,6.5,A,8.0,A,115,A,12.0,A
USGS,07374000,2017-01-13 14:00,CST,6.5,A,8.0,A,120,A,12.0,A
USGS,07374000,2017-01-13 15:00,CST,6.5,A,8.0,A,94.0,A,12.0,A
USGS,07374000,2017-01-13 16:00,CST,6.5,A,8.0,A,103,A,12.0,A
USGS,07374000,2017-01-13 17:00,CST,6.5,A,8.0,A,93.2,A,12.0,A
USGS,07374000,2017-01-13 18:00,CST,6.5,A,8.0,A,93.2,A,12.0,A
USGS,07374000,2017-01-13 19:00,CST,6.5,A,8.0,A,104,A,12.0,A
USGS,07374000,2017-01-13 20:00,CST,6.5,A,8.0,A,99.0,A,12.1,A
USGS,07374000,2017-01-13 21:00,CST,6.5,A,8.0,A,97.1,A,12.1,A
USGS,07374000,2017-01-13 22:00,CST,6.5,A,8.0,A,99.1,A,12.1,A
USGS,07374000,2017-01-13 23:00,CST,6.5,A,8.0,A,98.7,A,12.1,A
USGS,07374000,2017-01-14 00:00,CST,6.5,A,8.0,A,97.8,A,12.1,A
USGS,07374000,2017-01-14 01:00,CST,6.5,A,8.0,A,95.9,A,12.1,A
USGS,07374000,2017-01-14 02:00,CST,6.5,A,8.0,A,94.6,A,12.1,A
USGS,07374000,2017-01-14 03:00,CST,6.5,A,8.0,A,98.6,A,12.1,A
USGS,07374000,2017-01-14 04:00,CST,6.5,A,8.0,A,101,A,12.1,A
USGS,07374000,2017-01-14 05:00,CST,6.5,A,8.0,A,84.9,A,12.1,A
USGS,07374000,2017-01-14 06:00,CST,6.5,A,8.0,A,92.9,A,12.1,A
USGS,07374000,2017-01-14 07:00,CST,6.5,A,8.0,A,91.8,A,12.1,A
USGS,07374000,2017-01-14 08:00,CST,6.5,A,8.0,A,88.7,A,12.1,A
USGS,07374000,2017-01-14 09:00,CST,6.5,A,8.0,A,91.8,A,12.1,A
USGS,07374000,2017-01-14 11:00,CST,6.5,A,8.0,A,83.4,A,12.1,A
USGS,07374000,2017-01-14 12:00,CST,6.6,A,8.0,A,90.4,A,12.1,A
USGS,07374000,2017-01-14 13:00,CST,6.6,A,8.0,A,89.4,A,12.1,A
USGS,07374000,2017-01-14 14:00,CST,6.6,A,8.0,A,88.6,A,12.1,A
USGS,07374000,2017-01-14 15:00,CST,6.6,A,8.0,A,89.8,A,12.1,A
USGS,07374000,2017-01-14 16:00,CST,6.6,A,8.0,A,86.3,A,12.1,A
USGS,07374000,2017-01-14 17:00,CST,6.6,A,8.0,A,85.9,A,12.1,A
USGS,07374000,2017-01-14 18:00,CST,6.6,A,8.0,A,90.1,A,12.1,A
USGS,07374000,2017-01-14 19:00,CST,6.6,A,8.0,A,84.7,A,12.1,A
USGS,07374000,2017-01-14 20:00,CST,6.6,A,8.0,A,86.1,A,12.1,A
USGS,07374000,2017-01-14 21:00,CST,6.6,A,8.0,A,90.3,A,12.1,A
USGS,07374000,2017-01-14 22:00,CST,6.6,A,8.0,A,86.0,A,12.1,A
USGS,07374000,2017-01-14 23:00,CST,6.6,A,8.0,A,82.9,A,12.1,A
USGS,07374000,2017-01-15 00:00,CST,6.6,A,8.0,A,83.7,A,12.1,A
USGS,07374000,2017-01-15 01:00,CST,6.6,A,8.0,A,82.6,A,12.1,A
USGS,07374000,2017-01-15 02:00,CST,6.6,A,8.0,A,78.9,A,12.1,A
USGS,07374000,2017-01-15 03:00,CST,6.5,A,8.0,A,87.5,A,12.1,A
USGS,07374000,2017-01-15 04:00,CST,6.5,A,8.0,A,80.1,A,12.1,A
USGS,07374000,2017-01-15 05:00,CST,6.5,A,8.0,A,78.7,A,12.1,A
USGS,07374000,2017-01-15 06:00,CST,6.5,A,8.0,A,79.7,A,12.1,A
USGS,07374000,2017-01-15 07:00,CST,6.5,A,8.0,A,76.4,A,12.1,A
USGS,07374000,2017-01-15 08:00,CST,6.6,A,8.0,A,76.0,A,12.1,A
USGS,07374000,2017-01-15 09:00,CST,6.5,A,8.0,A,70.1,A,12.1,A
USGS,07374000,2017-01-15 10:00,CST,6.6,A,8.0,A,76.1,A,12.1,A
USGS,07374000,2017-01-15 11:00,CST,6.6,A,8.0,A,71.4,A,12.1,A
USGS,07374000,2017-01-15 12:00,CST,6.7,A,8.0,A,72.0,A,12.1,A
USGS,07374000,2017-01-15 13:00,CST,6.7,A,8.0,A,83.4,A,12.1,A
USGS,07374000,2017-01-15 14:00,CST,6.7,A,8.0,A,66.8,A,12.1,A
USGS,07374000,2017-01-15 15:00,CST,6.7,A,8.0,A,72.0,A,12.1,A
USGS,07374000,2017-01-15 16:00,CST,6.8,A,8.0,A,75.5,A,12.1,A
USGS,07374000,2017-01-15 17:00,CST,6.8,A,8.0,A,70.0,A,12.1,A
USGS,07374000,2017-01-15 18:00,CST,6.7,A,8.0,A,83.6,A,12.1,A
USGS,07374000,2017-01-15 19:00,CST,6.8,A,8.0,A,72.0,A,12.1,A
USGS,07374000,2017-01-15 20:00,CST,6.8,A,8.0,A,74.0,A,12.1,A
USGS,07374000,2017-01-15 21:00,CST,6.8,A,8.0,A,75.3,A,12.1,A
USGS,07374000,2017-01-15 22:00,CST,6.8,A,8.0,A,75.1,A,12.1,A
USGS,07374000,2017-01-15 23:00,CST,6.8,A,8.0,A,65.6,A,12.1,A
USGS,07374000,2017-01-16 00:00,CST,6.8,A,8.0,A,70.4,A,12.1,A
USGS,07374000,2017-01-16 01:00,CST,6.8,A,8.0,A,65.5,A,12.1,A
USGS,07374000,2017-01-16 02:00,CST,6.8,A,8.0,A,75.4,A,12.1,A
USGS,07374000,2017-01-16 03:00,CST,6.8,A,8.0,A,64.8,A,12.1,A
USGS,07374000,2017-01-16 04:00,CST,6.8,A,8.0,A,77.6,A,12.1,A
USGS,07374000,2017-01-16 05:00,CST,6.8,A,8.0,A,68.2,A,12.1,A
USGS,07374000,2017-01-16 06:00,CST,6.8,A,8.0,A,68.8,A,12.1,A
USGS,07374000,2017-01-16 07:00,CST,6.8,A,8.0,A,67.1,A,12.1,A
USGS,07374000,2017-01-16 08:00,CST,6.9,A,8.0,A,66.6,A,12.1,A
USGS,07374000,2017-01-16 09:00,CST,6.9,A,8.0,A,64.0,A,12.1,A
USGS,07374000,2017-01-16 10:00,CST,6.9,A,8.0,A,78.3,A,12.1,A
USGS,07374000,2017-01-16 11:00,CST,7.0,A,8.0,A,66.4,A,12.1,A
USGS,07374000,2017-01-16 12:00,CST,7.2,A,8.0,A,66.0,A,12.1,A
USGS,07374000,2017-01-16 13:00,CST,7.4,A,8.0,A,67.3,A,12.0,A
USGS,07374000,2017-01-16 14:00,CST,7.4,A,8.0,A,64.6,A,12.0,A
USGS,07374000,2017-01-16 15:00,CST,7.4,A,8.0,A,66.1,A,12.1,A
USGS,07374000,2017-01-16 16:00,CST,7.2,A,8.0,A,72.6,A,12.1,A
USGS,07374000,2017-01-16 17:00,CST,7.2,A,8.0,A,64.7,A,12.1,A
USGS,07374000,2017-01-16 18:00,CST,7.2,A,8.0,A,67.0,A,12.1,A
USGS,07374000,2017-01-16 19:00,CST,7.2,A,8.0,A,64.9,A,12.1,A
USGS,07374000,2017-01-16 20:00,CST,7.2,A,8.0,A,58.4,A,12.1,A
USGS,07374000,2017-01-16 21:00,CST,7.2,A,8.0,A,64.7,A,12.1,A
USGS,07374000,2017-01-16 22:00,CST,7.2,A,8.0,A,63.5,A,12.1,A
USGS,07374000,2017-01-16 23:00,CST,7.2,A,8.0,A,65.3,A,12.1,A
USGS,07374000,2017-01-17 00:00,CST,7.2,A,8.0,A,63.9,A,12.0,A
USGS,07374000,2017-01-17 01:00,CST,7.3,A,8.0,A,65.0,A,12.0,A
USGS,07374000,2017-01-17 02:00,CST,7.3,A,8.0,A,64.8,A,12.0,A
USGS,07374000,2017-01-17 03:00,CST,7.3,A,8.0,A,62.8,A,12.0,A
USGS,07374000,2017-01-17 04:00,CST,7.3,A,8.0,A,59.3,A,12.0,A
USGS,07374000,2017-01-17 05:00,CST,7.3,A,8.0,A,58.5,A,12.0,A
USGS,07374000,2017-01-17 06:00,CST,7.3,A,8.0,A,63.7,A,12.0,A
USGS,07374000,2017-01-17 07:00,CST,7.3,A,8.0,A,56.0,A,12.0,A
USGS,07374000,2017-01-17 08:00,CST,7.3,A,8.0,A,66.6,A,12.0,A
USGS,07374000,2017-01-17 09:00,CST,7.3,A,8.0,A,63.5,A,12.0,A
USGS,07374000,2017-01-17 10:00,CST,7.4,A,8.0,A,63.0,A,12.0,A
USGS,07374000,2017-01-17 11:00,CST,7.4,A,8.0,A,62.4,A,12.0,A
USGS,07374000,2017-01-17 12:00,CST,7.4,A,8.0,A,63.5,A,12.0,A
USGS,07374000,2017-01-17 13:00,CST,7.5,A,8.0,A,71.7,A,12.0,A
USGS,07374000,2017-01-17 14:00,CST,7.5,A,8.0,A,69.0,A,12.0,A
USGS,07374000,2017-01-17 15:00,CST,7.6,A,8.0,A,65.3,A,12.0,A
USGS,07374000,2017-01-17 16:00,CST,7.6,A,8.0,A,65.3,A,12.0,A
USGS,07374000,2017-01-17 17:00,CST,7.6,A,8.0,A,63.1,A,12.0,A
USGS,07374000,2017-01-17 18:00,CST,7.6,A,8.0,A,62.0,A,12.0,A
USGS,07374000,2017-01-17 19:00,CST,7.6,A,8.0,A,61.8,A,12.0,A
USGS,07374000,2017-01-17 20:00,CST,7.6,A,8.0,A,64.1,A,12.0,A
USGS,07374000,2017-01-17 21:00,CST,7.6,A,8.0,A,63.3,A,12.0,A
USGS,07374000,2017-01-17 22:00,CST,7.6,A,8.0,A,64.7,A,12.0,A
USGS,07374000,2017-01-17 23:00,CST,7.6,A,8.0,A,65.0,A,12.0,A
USGS,07374000,2017-01-18 00:00,CST,7.6,A,8.0,A,61.7,A,12.0,A
USGS,07374000,2017-01-18 01:00,CST,7.6,A,8.0,A,63.8,A,12.0,A
USGS,07374000,2017-01-18 02:00,CST,7.6,A,8.0,A,62.7,A,11.9,A
USGS,07374000,2017-01-18 03:00,CST,7.6,A,8.0,A,72.7,A,11.9,A
USGS,07374000,2017-01-18 04:00,CST,7.6,A,8.0,A,64.8,A,11.9,A
USGS,07374000,2017-01-18 05:00,CST,7.6,A,8.0,A,72.2,A,11.9,A
USGS,07374000,2017-01-18 06:00,CST,7.6,A,8.0,A,71.5,A,11.9,A
USGS,07374000,2017-01-18 07:00,CST,7.7,A,8.0,A,61.0,A,11.9,A
